image_name,psnr,ssim,niqe,lpips,dists,topiq,laplacian_var,clipiqa,maniqa,musiq
urban100_89_89,22.2872,0.9038,6.3603,0.0603,0.0950,0.8498,3077.9817,0.6926,0.4749,67.4299
urban100_90_90,36.0116,0.9403,5.3545,0.0388,0.0529,0.8743,299.3031,0.6076,0.4390,69.6432
urban100_91_91,28.8606,0.8076,4.3650,0.1393,0.0756,0.7302,428.3373,0.7311,0.5185,74.3456
urban100_92_92,22.6530,0.8918,4.2929,0.0431,0.1022,0.8386,6923.5704,0.7596,0.5887,63.5041
urban100_93_93,21.8901,0.7330,2.4454,0.1041,0.0625,0.7502,2844.2761,0.7350,0.4554,73.9818
urban100_94_94,33.7234,0.9014,4.0015,0.0413,0.0559,0.9201,538.5298,0.7820,0.5847,77.5102
urban100_95_95,31.7842,0.9124,5.6133,0.0379,0.0555,0.9173,1144.2091,0.7560,0.5685,74.9862
urban100_96_96,22.6718,0.6047,2.0015,0.1717,0.0964,0.5931,2029.5385,0.7712,0.4829,74.8496
urban100_97_97,20.7683,0.5866,2.8668,0.1587,0.0721,0.7214,3111.8139,0.7939,0.5198,74.9102
urban100_98_98,30.2730,0.8883,3.7316,0.0580,0.0531,0.8342,940.7746,0.5928,0.3613,71.8740
urban100_99_99,22.1890,0.9279,4.6359,0.0320,0.0473,0.9202,5013.9335,0.7528,0.5913,74.0694
