image_name,psnr,ssim,niqe,lpips,dists,topiq,laplacian_var,clipiqa,maniqa,musiq
urban100_89_89,21.1940,0.8870,5.7665,0.0677,0.0927,0.7198,2922.6610,0.6816,0.4863,67.4376
urban100_90_90,35.8157,0.9397,5.7511,0.0357,0.0457,0.8785,279.6847,0.5727,0.4282,68.6965
urban100_91_91,28.6438,0.8016,4.2603,0.1298,0.0777,0.7303,515.6044,0.7349,0.5136,74.4977
urban100_92_92,22.2428,0.8846,4.3156,0.0426,0.0974,0.8444,7746.5893,0.7490,0.5897,64.3578
urban100_93_93,21.3480,0.7198,2.4602,0.1035,0.0618,0.7589,3610.4865,0.7052,0.4547,74.6260
urban100_94_94,33.3657,0.8987,4.0188,0.0409,0.0567,0.9145,601.5409,0.7757,0.5906,77.5440
urban100_95_95,31.4115,0.9065,5.2746,0.0367,0.0523,0.9132,1229.7477,0.7708,0.5648,74.7664
urban100_96_96,22.3755,0.5944,1.9438,0.1770,0.0996,0.5908,2466.0081,0.7716,0.4925,75.5163
urban100_97_97,20.4373,0.5776,2.8076,0.1567,0.0728,0.7197,3450.5675,0.7867,0.5044,75.5116
urban100_98_98,29.8774,0.8836,3.7977,0.0555,0.0536,0.8375,1045.7316,0.5698,0.3615,72.1708
urban100_99_99,20.9997,0.9193,5.5549,0.0352,0.0500,0.9135,5281.2655,0.7384,0.5950,73.6517
